appid,metacritic_score,metacritic_url
1685970,0.0,unknown
1150080,0.0,unknown
1867260,0.0,unknown
1607430,0.0,unknown
983830,0.0,unknown
1645620,0.0,unknown
363650,0.0,unknown
1624380,0.0,unknown
1307560,0.0,unknown
1346390,0.0,unknown
1180360,0.0,unknown
1904400,0.0,unknown
625220,0.0,unknown
1885990,0.0,unknown
1622010,0.0,unknown
1885540,0.0,unknown
1646930,0.0,unknown
1471040,0.0,unknown
731770,0.0,unknown
954270,0.0,unknown
405820,0.0,unknown
838710,0.0,unknown
2050820,0.0,unknown
1813300,0.0,unknown
906100,79.0,https://www.metacritic.com/game/pc/observation?ftag=MCD-06-10aaa1f
1453400,0.0,unknown
1155980,0.0,unknown
1487160,0.0,unknown
455910,0.0,unknown
932870,0.0,unknown
319250,0.0,unknown
1383700,0.0,unknown
510360,0.0,unknown
260530,78.0,https://www.metacritic.com/game/pc/so-many-me?ftag=MCD-06-10aaa1f
241300,0.0,unknown
1314730,0.0,unknown
396310,68.0,https://www.metacritic.com/game/pc/masochisia?ftag=MCD-06-10aaa1f
670160,0.0,unknown
1797040,0.0,unknown
1708820,0.0,unknown
888670,0.0,unknown
1186400,0.0,unknown
412290,0.0,unknown
1489150,0.0,unknown
1092000,0.0,unknown
1141340,0.0,unknown
1634950,0.0,unknown
348730,0.0,unknown
1046300,79.0,https://www.metacritic.com/game/pc/pirates-outlaws?ftag=MCD-06-10aaa1f
1114830,0.0,unknown
397780,0.0,unknown
1678840,0.0,unknown
1788800,0.0,unknown
811190,0.0,unknown
551320,0.0,unknown
1632890,0.0,unknown
1731360,0.0,unknown
307570,68.0,https://www.metacritic.com/game/pc/a-golden-wake?ftag=MCD-06-10aaa1f
1044460,0.0,unknown
280680,0.0,unknown
433130,0.0,unknown
1915410,0.0,unknown
608670,0.0,unknown
1548050,0.0,unknown
1017580,0.0,unknown
1257550,0.0,unknown
1522140,0.0,unknown
233410,0.0,unknown
1314620,0.0,unknown
1349920,0.0,unknown
1492360,0.0,unknown
595160,0.0,unknown
427290,72.0,https://www.metacritic.com/game/pc/vampyr?ftag=MCD-06-10aaa1f
513170,0.0,unknown
1020650,0.0,unknown
829490,0.0,unknown
1989140,0.0,unknown
279940,80.0,https://www.metacritic.com/game/pc/the-book-of-unwritten-tales-2?ftag=MCD-06-10aaa1f
1292180,0.0,unknown
1345080,0.0,unknown
1734750,0.0,unknown
837470,79.0,https://www.metacritic.com/game/pc/untitled-goose-game?ftag=MCD-06-10aaa1f
1186760,0.0,unknown
749860,0.0,unknown
1096310,0.0,unknown
294680,0.0,unknown
405860,0.0,unknown
1987780,0.0,unknown
1362580,0.0,unknown
1903590,0.0,unknown
1274980,0.0,unknown
602590,0.0,unknown
1750540,0.0,unknown
1157910,0.0,unknown
861290,0.0,unknown
1663890,0.0,unknown
827770,0.0,unknown
446990,0.0,unknown
712010,0.0,unknown
824900,0.0,unknown
537020,0.0,unknown
1885640,0.0,unknown
774441,0.0,unknown
1636350,0.0,unknown
423220,0.0,unknown
681000,0.0,unknown
1234160,0.0,unknown
1934810,0.0,unknown
288000,0.0,unknown
1592120,0.0,unknown
490880,0.0,unknown
805440,0.0,unknown
1741640,0.0,unknown
1385990,0.0,unknown
263040,0.0,unknown
1113620,0.0,unknown
1356180,0.0,unknown
1208120,0.0,unknown
1474860,0.0,unknown
1673920,0.0,unknown
1722590,0.0,unknown
824200,0.0,unknown
893480,0.0,unknown
41060,85.0,https://www.metacritic.com/game/pc/serious-sam-the-second-encounter?ftag=MCD-06-10aaa1f
1341210,0.0,unknown
569370,0.0,unknown
601920,0.0,unknown
904810,0.0,unknown
327930,0.0,unknown
248650,0.0,unknown
851770,0.0,unknown
905060,0.0,unknown
2008010,0.0,unknown
1012800,0.0,unknown
1706820,0.0,unknown
1668660,0.0,unknown
1706220,0.0,unknown
1224010,0.0,unknown
1045150,0.0,unknown
630720,0.0,unknown
1151090,0.0,unknown
1019580,0.0,unknown
868370,0.0,unknown
1225130,0.0,unknown
818410,0.0,unknown
377970,0.0,unknown
381780,84.0,https://www.metacritic.com/game/pc/80-days-2015?ftag=MCD-06-10aaa1f
1489330,0.0,unknown
511500,0.0,unknown
287860,0.0,unknown
1014010,0.0,unknown
1233780,0.0,unknown
1688270,0.0,unknown
340540,0.0,unknown
503410,0.0,unknown
46790,66.0,https://www.metacritic.com/game/pc/armada-2526?ftag=MCD-06-10aaa1f
942310,0.0,unknown
1296560,0.0,unknown
1267370,0.0,unknown
1830980,0.0,unknown
1740950,0.0,unknown
705120,0.0,unknown
1479880,0.0,unknown
779320,0.0,unknown
1660420,0.0,unknown
1082520,0.0,unknown
741450,0.0,unknown
944080,0.0,unknown
731500,0.0,unknown
557580,0.0,unknown
746300,0.0,unknown
1120580,0.0,unknown
1693610,0.0,unknown
386080,0.0,unknown
1911640,0.0,unknown
1941300,0.0,unknown
490250,0.0,unknown
1151430,0.0,unknown
667770,0.0,unknown
655220,0.0,unknown
1057740,0.0,unknown
1845630,0.0,unknown
1456490,0.0,unknown
1237260,0.0,unknown
1602420,0.0,unknown
1135690,84.0,https://www.metacritic.com/game/pc/unpacking?ftag=MCD-06-10aaa1f
1063280,0.0,unknown
1377580,0.0,unknown
1370050,0.0,unknown
1625700,0.0,unknown
1885130,0.0,unknown
1034910,0.0,unknown
868390,0.0,unknown
631270,0.0,unknown
1066680,0.0,unknown
1802630,0.0,unknown
1083850,0.0,unknown
355630,0.0,unknown
1843760,0.0,unknown
1840,0.0,unknown
1570610,0.0,unknown
350000,0.0,unknown
385560,0.0,unknown
1041130,0.0,unknown
1835290,0.0,unknown
826430,0.0,unknown
894120,0.0,unknown
402120,0.0,unknown
1658370,0.0,unknown
343820,0.0,unknown
833940,0.0,unknown
1115380,0.0,unknown
340000,74.0,https://www.metacritic.com/game/pc/headlander?ftag=MCD-06-10aaa1f
1488060,0.0,unknown
1124940,0.0,unknown
1456640,0.0,unknown
773210,0.0,unknown
1980520,0.0,unknown
34800,62.0,https://www.metacritic.com/game/pc/chronicles-of-mystery-the-scorpio-ritual?ftag=MCD-06-10aaa1f
1011440,0.0,unknown
1738420,0.0,unknown
1619120,0.0,unknown
1586540,0.0,unknown
724120,0.0,unknown
320090,0.0,unknown
731950,0.0,unknown
1289340,0.0,unknown
1225640,0.0,unknown
1111450,0.0,unknown
1638870,0.0,unknown
1360450,0.0,unknown
1103870,0.0,unknown
747330,0.0,unknown
1168000,0.0,unknown
1253570,0.0,unknown
1614690,0.0,unknown
203630,71.0,https://www.metacritic.com/game/pc/warlock-master-of-the-arcane?ftag=MCD-06-10aaa1f
863210,0.0,unknown
1857620,0.0,unknown
464500,0.0,unknown
72850,94.0,https://www.metacritic.com/game/pc/the-elder-scrolls-v-skyrim?ftag=MCD-06-10aaa1f
951940,0.0,unknown
1250720,0.0,unknown
878510,0.0,unknown
1460970,0.0,unknown
220780,77.0,https://www.metacritic.com/game/pc/thomas-was-alone?ftag=MCD-06-10aaa1f
779290,81.0,https://www.metacritic.com/game/pc/stygian-reign-of-the-old-ones?ftag=MCD-06-10aaa1f
1007360,0.0,unknown
1613510,0.0,unknown
1882230,0.0,unknown
714050,0.0,unknown
1560100,0.0,unknown
333950,0.0,unknown
1627130,0.0,unknown
820660,0.0,unknown
1836520,0.0,unknown
1129580,73.0,https://www.metacritic.com/game/pc/medieval-dynasty?ftag=MCD-06-10aaa1f
1416020,0.0,unknown
367240,0.0,unknown
1626530,0.0,unknown
527790,0.0,unknown
1461220,0.0,unknown
48220,77.0,https://www.metacritic.com/game/pc/might-magic-heroes-vi?ftag=MCD-06-10aaa1f
1178460,0.0,unknown
1399240,0.0,unknown
775730,0.0,unknown
283230,0.0,unknown
1617780,0.0,unknown
1253870,0.0,unknown
689090,0.0,unknown
1448780,0.0,unknown
1245090,0.0,unknown
740230,0.0,unknown
1631420,0.0,unknown
1416980,0.0,unknown
422420,0.0,unknown
404550,0.0,unknown
932350,0.0,unknown
1902210,0.0,unknown
1550510,0.0,unknown
1423200,0.0,unknown
1486860,0.0,unknown
549280,0.0,unknown
732980,0.0,unknown
1446980,0.0,unknown
867640,0.0,unknown
1584630,0.0,unknown
1308280,0.0,unknown
1580600,0.0,unknown
551700,83.0,https://www.metacritic.com/game/pc/gunheart?ftag=MCD-06-10aaa1f
1162750,0.0,unknown
565180,0.0,unknown
1226820,0.0,unknown
1343690,0.0,unknown
1858120,0.0,unknown
1234070,0.0,unknown
1335910,0.0,unknown
669410,0.0,unknown
1406770,0.0,unknown
928390,0.0,unknown
859440,58.0,https://www.metacritic.com/game/pc/mars-or-die!?ftag=MCD-06-10aaa1f
710120,0.0,unknown
1875590,0.0,unknown
913100,0.0,unknown
347710,61.0,https://www.metacritic.com/game/pc/the-perils-of-man?ftag=MCD-06-10aaa1f
228380,81.0,https://www.metacritic.com/game/pc/wreckfest?ftag=MCD-06-10aaa1f
1973470,0.0,unknown
288730,0.0,unknown
675870,0.0,unknown
953370,0.0,unknown
1911270,0.0,unknown
321400,0.0,unknown
1323950,0.0,unknown
1177610,0.0,unknown
812070,0.0,unknown
765250,0.0,unknown
1198810,0.0,unknown
1666190,0.0,unknown
1519770,0.0,unknown
449530,0.0,unknown
48110,62.0,https://www.metacritic.com/game/pc/silent-hunter-5-battle-of-the-atlantic?ftag=MCD-06-10aaa1f
783180,0.0,unknown
977920,0.0,unknown
1172000,0.0,unknown
588230,0.0,unknown
377030,0.0,unknown
1029240,0.0,unknown
1756180,0.0,unknown
1240620,0.0,unknown
1481680,0.0,unknown
1682070,0.0,unknown
1863240,0.0,unknown
356730,0.0,unknown
732710,0.0,unknown
656550,0.0,unknown
780320,0.0,unknown
1634490,0.0,unknown
781880,0.0,unknown
839250,0.0,unknown
1172480,0.0,unknown
4760,92.0,https://www.metacritic.com/game/pc/rome-total-war?ftag=MCD-06-10aaa1f
951070,0.0,unknown
234920,71.0,https://www.metacritic.com/game/pc/dyscourse?ftag=MCD-06-10aaa1f
540360,0.0,unknown
387990,0.0,unknown
1392190,0.0,unknown
719800,0.0,unknown
1734970,0.0,unknown
380670,0.0,unknown
2015700,0.0,unknown
1107490,0.0,unknown
647790,0.0,unknown
282400,0.0,unknown
1393610,0.0,unknown
844250,0.0,unknown
1551510,0.0,unknown
1687280,0.0,unknown
697430,0.0,unknown
989870,0.0,unknown
345790,0.0,unknown
1698360,0.0,unknown
1125000,0.0,unknown
1799500,0.0,unknown
434420,0.0,unknown
1928660,0.0,unknown
1689280,0.0,unknown
1509040,0.0,unknown
698790,0.0,unknown
1971790,0.0,unknown
613790,0.0,unknown
1701760,0.0,unknown
605140,0.0,unknown
1456280,0.0,unknown
1031850,0.0,unknown
1465740,0.0,unknown
1206270,0.0,unknown
209370,62.0,https://www.metacritic.com/game/pc/analogue-a-hate-story?ftag=MCD-06-10aaa1f
1641410,0.0,unknown
761300,0.0,unknown
1055960,0.0,unknown
1455230,0.0,unknown
425220,0.0,unknown
436470,0.0,unknown
1429610,0.0,unknown
1074250,0.0,unknown
973260,0.0,unknown
1728000,0.0,unknown
937530,0.0,unknown
540590,0.0,unknown
1711250,0.0,unknown
1541220,0.0,unknown
1049410,0.0,unknown
880180,0.0,unknown
840920,0.0,unknown
33670,56.0,https://www.metacritic.com/game/pc/disciples-iii-renaissance?ftag=MCD-06-10aaa1f
1700330,0.0,unknown
2062920,0.0,unknown
951500,0.0,unknown
1448140,0.0,unknown
535980,0.0,unknown
651640,0.0,unknown
1456880,84.0,https://www.metacritic.com/game/pc/elechead?ftag=MCD-06-10aaa1f
571340,0.0,unknown
822900,0.0,unknown
1451410,0.0,unknown
259720,0.0,unknown
398960,0.0,unknown
1142100,0.0,unknown
1078040,0.0,unknown
260930,0.0,unknown
1213460,0.0,unknown
595650,0.0,unknown
251630,64.0,https://www.metacritic.com/game/pc/the-impossible-game?ftag=MCD-06-10aaa1f
1170970,0.0,unknown
1950920,0.0,unknown
894930,0.0,unknown
35000,74.0,https://www.metacritic.com/game/pc/mini-ninjas?ftag=MCD-06-10aaa1f
1742170,0.0,unknown
974470,0.0,unknown
619310,0.0,unknown
1402790,0.0,unknown
1908640,0.0,unknown
1983560,0.0,unknown
1504340,0.0,unknown
1936230,0.0,unknown
1505740,0.0,unknown
331470,0.0,unknown
661490,0.0,unknown
275490,0.0,unknown
680830,0.0,unknown
1691990,0.0,unknown
292410,0.0,unknown
464070,0.0,unknown
1638390,0.0,unknown
1283620,0.0,unknown
1530280,0.0,unknown
2009950,0.0,unknown
1588870,0.0,unknown
1428130,0.0,unknown
1605690,0.0,unknown
439490,0.0,unknown
571040,0.0,unknown
251290,80.0,https://www.metacritic.com/game/pc/the-legend-of-heroes-trails-in-the-sky-sc?ftag=MCD-06-10aaa1f
559250,0.0,unknown
1243560,0.0,unknown
1260920,0.0,unknown
667580,0.0,unknown
1510030,0.0,unknown
388410,0.0,unknown
1160440,0.0,unknown
1724040,0.0,unknown
1262830,0.0,unknown
443070,0.0,unknown
641940,0.0,unknown
1603200,0.0,unknown
334100,75.0,https://www.metacritic.com/game/pc/extreme-exorcism?ftag=MCD-06-10aaa1f
511430,0.0,unknown
884370,0.0,unknown
1770830,0.0,unknown
671470,0.0,unknown
365670,0.0,unknown
910400,0.0,unknown
1701090,0.0,unknown
1289100,0.0,unknown
1454190,0.0,unknown
1655710,0.0,unknown
4870,0.0,unknown
330580,0.0,unknown
284970,0.0,unknown
1774220,0.0,unknown
1294060,0.0,unknown
444350,0.0,unknown
728670,0.0,unknown
7110,81.0,https://www.metacritic.com/game/pc/jade-empire-special-edition?ftag=MCD-06-10aaa1f
673190,0.0,unknown
687870,0.0,unknown
1247170,0.0,unknown
1698140,0.0,unknown
1585460,0.0,unknown
1805670,0.0,unknown
387770,0.0,unknown
567010,0.0,unknown
1546360,0.0,unknown
753270,0.0,unknown
597180,80.0,https://www.metacritic.com/game/pc/old-world?ftag=MCD-06-10aaa1f
955640,0.0,unknown
1582780,0.0,unknown
320430,0.0,unknown
1020080,0.0,unknown
1769220,0.0,unknown
1814400,0.0,unknown
1806460,0.0,unknown
826810,0.0,unknown
595470,0.0,unknown
1041630,0.0,unknown
521100,0.0,unknown
1922120,0.0,unknown
841190,0.0,unknown
644680,0.0,unknown
1796680,0.0,unknown
982700,0.0,unknown
509020,0.0,unknown
494220,0.0,unknown
985340,0.0,unknown
1134020,0.0,unknown
1825440,0.0,unknown
1903540,0.0,unknown
463480,0.0,unknown
1035310,0.0,unknown
1416720,0.0,unknown
1486030,0.0,unknown
1040550,0.0,unknown
1443170,0.0,unknown
1466070,0.0,unknown
781000,0.0,unknown
1258310,0.0,unknown
925050,0.0,unknown
755790,0.0,unknown
1797490,0.0,unknown
1005060,0.0,unknown
494840,0.0,unknown
1293950,0.0,unknown
1626740,0.0,unknown
458960,0.0,unknown
1035340,0.0,unknown
724370,0.0,unknown
281200,0.0,unknown
1076640,0.0,unknown
1446840,0.0,unknown
1584860,0.0,unknown
1539270,0.0,unknown
1625690,0.0,unknown
757430,0.0,unknown
1661320,0.0,unknown
1620160,0.0,unknown
730460,0.0,unknown
1401620,0.0,unknown
1593040,0.0,unknown
575860,0.0,unknown
1151390,0.0,unknown
827130,0.0,unknown
1292960,0.0,unknown
577980,0.0,unknown
1267860,0.0,unknown
1556120,0.0,unknown
915060,0.0,unknown
1297470,0.0,unknown
353700,73.0,https://www.metacritic.com/game/pc/the-deadly-tower-of-monsters?ftag=MCD-06-10aaa1f
938960,0.0,unknown
421700,0.0,unknown
972520,0.0,unknown
1783740,0.0,unknown
1063220,0.0,unknown
537700,0.0,unknown
1373550,0.0,unknown
999750,0.0,unknown
944610,0.0,unknown
445600,0.0,unknown
1762680,0.0,unknown
1220100,80.0,https://www.metacritic.com/game/pc/tentacular?ftag=MCD-06-10aaa1f
1755890,0.0,unknown
1676550,0.0,unknown
490980,0.0,unknown
898940,0.0,unknown
1710390,0.0,unknown
777770,0.0,unknown
826010,0.0,unknown
1948430,0.0,unknown
910490,73.0,https://www.metacritic.com/game/pc/killsquad?ftag=MCD-06-10aaa1f
408060,0.0,unknown
1713160,0.0,unknown
1906910,0.0,unknown
1195070,0.0,unknown
290380,0.0,unknown
921780,0.0,unknown
490280,0.0,unknown
1218030,0.0,unknown
1932230,0.0,unknown
658330,0.0,unknown
497640,0.0,unknown
598440,0.0,unknown
892310,0.0,unknown
585970,0.0,unknown
1899450,0.0,unknown
436280,0.0,unknown
518280,0.0,unknown
347430,0.0,unknown
237970,65.0,https://www.metacritic.com/game/pc/memento-mori-2?ftag=MCD-06-10aaa1f
878770,0.0,unknown
409920,0.0,unknown
1332010,0.0,unknown
1589010,0.0,unknown
271990,0.0,unknown
454220,0.0,unknown
847650,0.0,unknown
803050,79.0,https://www.metacritic.com/game/pc/per-aspera?ftag=MCD-06-10aaa1f
1272680,0.0,unknown
1454340,0.0,unknown
600250,0.0,unknown
744550,0.0,unknown
588350,0.0,unknown
433790,0.0,unknown
1002900,0.0,unknown
598610,0.0,unknown
365730,0.0,unknown
360730,0.0,unknown
839040,0.0,unknown
1013430,0.0,unknown
825300,0.0,unknown
1428180,0.0,unknown
1072120,0.0,unknown
809610,0.0,unknown
1260620,0.0,unknown
767420,0.0,unknown
1322520,0.0,unknown
1342060,0.0,unknown
254860,65.0,https://www.metacritic.com/game/pc/lords-of-the-realm-iii?ftag=MCD-06-10aaa1f
1804320,0.0,unknown
1127820,53.0,https://www.metacritic.com/game/pc/repressed?ftag=MCD-06-10aaa1f
267600,0.0,unknown
1714790,0.0,unknown
1303820,0.0,unknown
1695960,0.0,unknown
210490,27.0,https://www.metacritic.com/game/pc/fray?ftag=MCD-06-10aaa1f
1010650,0.0,unknown
1176580,0.0,unknown
1202780,0.0,unknown
868480,0.0,unknown
1486630,0.0,unknown
494230,0.0,unknown
1038000,0.0,unknown
1891270,0.0,unknown
1485350,0.0,unknown
1076770,0.0,unknown
1275540,0.0,unknown
1135170,0.0,unknown
1388490,0.0,unknown
605610,0.0,unknown
622420,0.0,unknown
1066030,0.0,unknown
686740,65.0,https://www.metacritic.com/game/pc/hyakki-castle?ftag=MCD-06-10aaa1f
1179060,0.0,unknown
492430,0.0,unknown
303260,49.0,https://www.metacritic.com/game/pc/tristoy?ftag=MCD-06-10aaa1f
1095360,0.0,unknown
1073060,0.0,unknown
1375930,0.0,unknown
1592260,0.0,unknown
743130,0.0,unknown
721940,0.0,unknown
824600,0.0,unknown
458660,0.0,unknown
1568880,0.0,unknown
363050,0.0,unknown
566320,0.0,unknown
428740,0.0,unknown
1281580,0.0,unknown
629030,0.0,unknown
1748090,0.0,unknown
1388380,0.0,unknown
1898240,0.0,unknown
1079000,0.0,unknown
1409370,0.0,unknown
711660,81.0,https://www.metacritic.com/game/pc/chuchel?ftag=MCD-06-10aaa1f
432640,0.0,unknown
718220,0.0,unknown
1905510,0.0,unknown
236450,0.0,unknown
1871880,0.0,unknown
1936450,0.0,unknown
1838400,0.0,unknown
1016760,0.0,unknown
702930,0.0,unknown
250620,66.0,https://www.metacritic.com/game/pc/among-the-sleep?ftag=MCD-06-10aaa1f
8330,0.0,unknown
820600,0.0,unknown
715840,0.0,unknown
1215750,0.0,unknown
982290,0.0,unknown
1981770,0.0,unknown
238050,0.0,unknown
1298180,0.0,unknown
1226640,0.0,unknown
1107370,0.0,unknown
258950,39.0,https://www.metacritic.com/game/pc/montagues-mount?ftag=MCD-06-10aaa1f
1591400,0.0,unknown
1722780,0.0,unknown
1689420,0.0,unknown
42950,68.0,https://www.metacritic.com/game/pc/elven-legacy-ranger?ftag=MCD-06-10aaa1f
1439630,0.0,unknown
650310,0.0,unknown
1182690,0.0,unknown
1891440,0.0,unknown
2006360,0.0,unknown
1283250,0.0,unknown
233510,0.0,unknown
1491340,0.0,unknown
1333490,0.0,unknown
1966910,0.0,unknown
1634870,0.0,unknown
1522870,0.0,unknown
1479990,0.0,unknown
1911230,0.0,unknown
1075960,0.0,unknown
1018800,0.0,unknown
2023160,0.0,unknown
767030,0.0,unknown
1096240,0.0,unknown
966000,0.0,unknown
1758020,0.0,unknown
1846820,0.0,unknown
1542290,0.0,unknown
1419070,0.0,unknown
636580,0.0,unknown
1347430,0.0,unknown
1444870,0.0,unknown
361350,0.0,unknown
340440,0.0,unknown
419480,73.0,https://www.metacritic.com/game/pc/starpoint-gemini-warlords?ftag=MCD-06-10aaa1f
1022640,0.0,unknown
1346280,0.0,unknown
628660,76.0,https://www.metacritic.com/game/pc/lode-runner-legacy?ftag=MCD-06-10aaa1f
1288370,0.0,unknown
1621950,0.0,unknown
1069360,0.0,unknown
1698940,0.0,unknown
1853970,0.0,unknown
701290,0.0,unknown
403390,0.0,unknown
1515140,0.0,unknown
38100,0.0,unknown
1582890,0.0,unknown
521630,0.0,unknown
235900,0.0,unknown
1064590,0.0,unknown
1714730,0.0,unknown
1089860,0.0,unknown
425260,0.0,unknown
1503930,0.0,unknown
457580,0.0,unknown
402190,0.0,unknown
492100,0.0,unknown
621500,0.0,unknown
1475140,0.0,unknown
509070,0.0,unknown
755080,0.0,unknown
1958750,0.0,unknown
277630,69.0,https://www.metacritic.com/game/pc/panzer-tactics-hd?ftag=MCD-06-10aaa1f
284200,0.0,unknown
1917870,0.0,unknown
1904220,0.0,unknown
1196580,0.0,unknown
716230,0.0,unknown
1568720,0.0,unknown
772210,0.0,unknown
390310,62.0,https://www.metacritic.com/game/pc/little-kings-story?ftag=MCD-06-10aaa1f
622470,0.0,unknown
270760,0.0,unknown
969230,0.0,unknown
892690,0.0,unknown
835950,79.0,https://www.metacritic.com/game/pc/transpose?ftag=MCD-06-10aaa1f
1569590,0.0,unknown
1330500,0.0,unknown
1632960,0.0,unknown
1895330,0.0,unknown
776890,0.0,unknown
1649430,0.0,unknown
853220,0.0,unknown
1013960,0.0,unknown
418070,0.0,unknown
1524750,0.0,unknown
963680,0.0,unknown
764780,0.0,unknown
639720,0.0,unknown
1671600,0.0,unknown
1837700,0.0,unknown
1222470,0.0,unknown
33180,0.0,unknown
1173330,0.0,unknown
224480,69.0,https://www.metacritic.com/game/pc/octodad-dadliest-catch?ftag=MCD-06-10aaa1f
1069150,0.0,unknown
2085190,0.0,unknown
654660,0.0,unknown
1136680,0.0,unknown
717910,0.0,unknown
714280,0.0,unknown
1454320,0.0,unknown
1257880,0.0,unknown
1476290,0.0,unknown
1006770,0.0,unknown
1164250,0.0,unknown
1046660,0.0,unknown
956390,0.0,unknown
1519670,0.0,unknown
1263060,0.0,unknown
985930,0.0,unknown
1512420,0.0,unknown
1081560,0.0,unknown
849390,0.0,unknown
1739440,0.0,unknown
2080370,0.0,unknown
8320,76.0,https://www.metacritic.com/game/pc/bone-the-great-cow-race?ftag=MCD-06-10aaa1f
1987440,0.0,unknown
981900,0.0,unknown
635320,75.0,https://www.metacritic.com/game/pc/last-day-of-june?ftag=MCD-06-10aaa1f
793240,0.0,unknown
729340,0.0,unknown
662920,0.0,unknown
1872790,0.0,unknown
1162760,0.0,unknown
857140,0.0,unknown
1162010,0.0,unknown
1142500,0.0,unknown
321610,0.0,unknown
1753760,0.0,unknown
1013870,0.0,unknown
764080,0.0,unknown
468670,0.0,unknown
1291690,0.0,unknown
2068750,0.0,unknown
67000,0.0,unknown
602010,0.0,unknown
1714590,0.0,unknown
546400,0.0,unknown
1763550,0.0,unknown
298830,0.0,unknown
1335350,0.0,unknown
493310,0.0,unknown
1755950,0.0,unknown
1097300,0.0,unknown
1852870,0.0,unknown
888640,0.0,unknown
1042310,0.0,unknown
676830,0.0,unknown
1754150,0.0,unknown
1494140,0.0,unknown
1819530,0.0,unknown
936140,66.0,https://www.metacritic.com/game/pc/pro-cycling-manager-2019?ftag=MCD-06-10aaa1f
465990,0.0,unknown
1584330,0.0,unknown
877980,0.0,unknown
1849510,0.0,unknown
786560,0.0,unknown
1066290,0.0,unknown
1072600,0.0,unknown
243470,77.0,https://www.metacritic.com/game/pc/watch-dogs?ftag=MCD-06-10aaa1f
1862990,0.0,unknown
937090,0.0,unknown
791880,0.0,unknown
1846800,0.0,unknown
465050,0.0,unknown
1754720,0.0,unknown
333130,0.0,unknown
1609590,0.0,unknown
724310,0.0,unknown
556990,0.0,unknown
828680,0.0,unknown
1623530,0.0,unknown
1438100,0.0,unknown
464850,0.0,unknown
1711680,0.0,unknown
1340080,0.0,unknown
416630,0.0,unknown
1184960,0.0,unknown
1345900,0.0,unknown
1110670,0.0,unknown
1742470,0.0,unknown
1084600,0.0,unknown
383690,0.0,unknown
1214280,0.0,unknown
376730,0.0,unknown
1953240,0.0,unknown
1257840,0.0,unknown
918440,0.0,unknown
73220,63.0,https://www.metacritic.com/game/pc/supreme-ruler-cold-war?ftag=MCD-06-10aaa1f
1748240,0.0,unknown
1852000,0.0,unknown
1625130,0.0,unknown
1587950,0.0,unknown
1303370,0.0,unknown
992950,0.0,unknown
923550,0.0,unknown
431370,0.0,unknown
1544380,0.0,unknown
1600350,0.0,unknown
1865680,0.0,unknown
1623340,0.0,unknown
916730,79.0,https://www.metacritic.com/game/pc/gato-roboto?ftag=MCD-06-10aaa1f
726260,0.0,unknown
1289380,0.0,unknown
891720,0.0,unknown
1466010,0.0,unknown
1055160,0.0,unknown
1844580,0.0,unknown
1084710,0.0,unknown
394480,0.0,unknown
667810,0.0,unknown
459780,0.0,unknown
1883450,0.0,unknown
1770400,0.0,unknown
622510,0.0,unknown
1046570,0.0,unknown
1349100,0.0,unknown
1152910,0.0,unknown
1251460,0.0,unknown
1163070,0.0,unknown
1565830,0.0,unknown
1187490,0.0,unknown
848430,0.0,unknown
843980,0.0,unknown
687890,0.0,unknown
1175240,0.0,unknown
1301970,0.0,unknown
1883110,0.0,unknown
879470,0.0,unknown
576650,0.0,unknown
299420,0.0,unknown
513810,0.0,unknown
1346320,0.0,unknown
1404660,0.0,unknown
449200,0.0,unknown
994140,73.0,https://www.metacritic.com/game/pc/lightmatter?ftag=MCD-06-10aaa1f
1566870,0.0,unknown
1588650,0.0,unknown
1987130,0.0,unknown
1182970,0.0,unknown
923260,0.0,unknown
1902350,0.0,unknown
1296840,0.0,unknown
476650,64.0,https://www.metacritic.com/game/pc/the-silver-case?ftag=MCD-06-10aaa1f
488960,0.0,unknown
762270,0.0,unknown
307170,0.0,unknown
1374900,0.0,unknown
1554460,0.0,unknown
269490,0.0,unknown
1944780,0.0,unknown
1727260,0.0,unknown
1901410,0.0,unknown
1544510,0.0,unknown
1145660,0.0,unknown
1258070,0.0,unknown
1357400,0.0,unknown
730670,0.0,unknown
1983110,0.0,unknown
529860,0.0,unknown
951920,0.0,unknown
1483600,0.0,unknown
588040,0.0,unknown
1947260,0.0,unknown
910500,0.0,unknown
552120,0.0,unknown
1424980,0.0,unknown
1816270,0.0,unknown
533580,0.0,unknown
489260,66.0,https://www.metacritic.com/game/pc/brutl?ftag=MCD-06-10aaa1f
1809040,0.0,unknown
347000,65.0,https://www.metacritic.com/game/pc/innerspace?ftag=MCD-06-10aaa1f
1335830,0.0,unknown
631120,0.0,unknown
1756920,0.0,unknown
304410,0.0,unknown
755570,0.0,unknown
936190,0.0,unknown
1162330,0.0,unknown
470090,0.0,unknown
1522180,0.0,unknown
1279480,0.0,unknown
931360,0.0,unknown
948350,0.0,unknown
1388010,0.0,unknown
2089670,0.0,unknown
624430,0.0,unknown
1553840,0.0,unknown
448060,0.0,unknown
1913730,0.0,unknown
350010,0.0,unknown
727610,0.0,unknown
1703330,0.0,unknown
669050,0.0,unknown
1059300,0.0,unknown
814140,0.0,unknown
459880,0.0,unknown
453340,0.0,unknown
751480,0.0,unknown
1401520,0.0,unknown
1315660,0.0,unknown
492500,0.0,unknown
1167590,0.0,unknown
1202860,0.0,unknown
1486430,0.0,unknown
1494120,0.0,unknown
1043790,0.0,unknown
1786780,0.0,unknown
