appid,developers,publishers
1358710,Flying Squirrel Entertainment,Flying Squirrel Entertainment
938660,"Erik Sillén,Fredrik Carlsson,Philip Bretschneider",unknown
1730560,"Sleepwalking Potatoes,SimFabric",SimFabric
1393800,ANDREI MURASHKEVICH,ANDREI MURASHKEVICH
321480,Croteam,Devolver Digital
1287810,sawworm Games,sawworm Games
1098220,Pill Bug Interactive,Pill Bug Interactive
1949650,ChuckDoo,ChuckDoo
1863010,Predrag Lazic,MobileTVGames
782120,Upside Down Bird,Upside Down Bird
353090,InterAction studios,InterAction studios
1831680,Mature Games,Mature Games
481870,"Stranga,Tommah",GrabTheGames
484890,Extend Mode,Extend Mode
203290,U.S. Army,U.S. Army
259450,Celsius Game Studios,Celsius Game Studios
463880,Falling Star Studio,Falling Star Studio
1990790,DEODOO,kovalevviktor
928670,"Jetdogs Studios,Whalebox",Jetdogs Studios
1214500,Blender Games,Blender Games
513050,Virtual Dawn,Virtual Dawn
1242960,IR Studio,IR Studio
1877780,Hound Games,Hound Games
1800570,BrainGame,BrainGame
1824430,"Rezonator Analytics, Inc.","Rezonator Analytics, Inc."
678400,AMAX Interactive,Big Fish Games
1305310,Soldak Entertainment,Soldak Entertainment
1474110,"Unreal Estates UG,CrystalMesh UG",Unreal Estates UG
1855040,Continental Games,Continental Games
1109570,Team9,"Team9,indienova,Path"
1272860,Lotos Project,Lotos Project
1426110,Secret Labo,Secret Labo
1439550,Elektri Inc.,Elektri Inc.
1602490,Galart,Galart
1650320,HitherYon Games,Meridian4
1071500,CRAZY EYE MEDIA,CRAZY EYE MEDIA
1897150,Parables Games,Parables Games
1776290,Little Fire Studio,Little Fire Studio
1541040,Josep Monzonis Hernandez,Josep Monzonis Hernandez
868560,Blue_Trigger,Blue_Trigger
734330,Phony Game Studios,Phony Game Studios
784010,Infogrames,"Piko Interactive LLC,Bleem!"
1877760,MATRE,MATRE
567430,Downpour Studios,Downpour Studios
1265690,Loot Inside,Loot Inside
811750,Toy Soldier Studios,Toy Soldier Studios
923760,Black Banshee Studios,Black Banshee Studios
1428470,Sandstorm Studios Inc.,Sandstorm Studios Inc.
686110,Heroes Productions,Heroes Productions
1771440,Antoine Latour,Lozange Lab
1827050,unknown,unknown
1010660,Volha,Volha
1600970,CONICAL,CONICAL
1780850,SanYeGame,SanYeGame
1844110,PancakeGames,PancakeGames
1618050,Meng Games,Meng Games
1789500,Clutch Dynamics,Clutch Dynamics
529410,Bolverk Games,Bolverk Games
10130,Saber Interactive,Activision
1891520,Cokk,CodeBlackSmith
1887250,Bite The Rock,"Unusual Meaning,Diada Novels"
31270,Telltale,Telltale
529950,Roman Uhlig,Roman Uhlig
661460,James Roll,James Roll
1503390,Kiddy,Kiddy
566150,WhirlVFX,WhirlVFX
628820,Fevolution Innovation Inc.,Fevolution Innovation Inc.
1482260,unknown,unknown
382420,Raspina Studio,Merge Publishing
1089780,BlackTale Games,BlackTale Games
721390,Corey Martin,Corey Martin
1742900,Paul Connor,Paul Connor
1232890,Michael Hall,Michael Hall
1171640,Aaron Dodo,Aaron Dodo
1983550,DaveighSoft,"Magistrar Studios,Indirect Stress Entertainment,Escher Shadow Pictures"
1933700,REXECHO,"CFK Co., Ltd."
459730,Poisson Rouge Interactica,Poisson Rouge Interactica
672730,Byting Games,Byting Games
575630,Cleverweek,Cleverweek
581630,Diatomic Games,Diatomic Games
785130,Hathos Interactive,Hathos Interactive
999930,张八万工作室,张八万工作室
2054330,Sketchy Ceviche,Sketchy Ceviche
1928010,Janxferz,Janxferz
510040,Worthing & Moncrieff,Worthing & Moncrieff
738520,RedRuins Softworks,"HypeTrain Digital,RedRuins Softworks"
1303480,Fire Face Corporation,Alliance
1975860,Jonworks Interactive,Jonworks Interactive
1921820,unknown,unknown
277650,Games Farm,Games Farm
1586880,Deconstructeam,Devolver Digital
1001800,TurtleBlaze,"The Arcade Crew,Gamera Games"
1034870,Bactrian Games,Bactrian Games
253430,DigitalDNA Games LLC,DigitalDNA Games LLC
1041100,"Cornbilt, LLC","Cornbilt, LLC"
672670,Khizer Awan,Aplome Labs
516530,Anime Hearts,Anime Hearts
760220,dimosha_92,dimosha_92
1559920,Octillion Entertainment,Octillion Entertainment
1132100,Hosted Games,Hosted Games
38740,Two Tribes,Two Tribes Publishing
1547410,CCS,Delight Games
950530,L. Stotch,L. Stotch
1784980,"Tudor Gheorghe,Andrei Ivanescu",Collider Visuals
634700,Ch.ZBK,Ch.ZBK
647840,Totem Games,Strategy First
1265130,cBlck,cBlck
960600,Termite Farm,Termite Farm
1008710,Wet Girl,Shoot Girl
1024250,F8tality games,F8tality games
666850,Pixel Fyzz,Pixel Fyzz
554710,Lance Games,Lance Games
456450,Jaunt Inc.,Jaunt Inc.
650770,chaosikaros,chaosikaros
1257310,Hörberg Productions,Flyhigh Works
1295230,OneOneGames,OneOneGames
674900,Pooandplay,"Pooandplay,Jogaloca"
1238730,Innocent Grey,JAST USA
1448030,Eugene Zubko,Eugene Zubko
1584920,Alex Hamilton,Dangerous Jack
1532750,Graphium Studio,Denda Games
446830,Might and Delight,Might and Delight
1300390,ByVal Games,ByVal Games
399430,Interactive Stone,Interactive Stone
814960,TRT World,TRT World
1919040,Reactor Studios,Kovalev Gaming
833300,Apillo,Apillo
1018130,Pauloondra,Pauloondra
2003690,"SirDiabo,Digital Arson",Digital Arson
1103340,"Benjamin Nielsen,Luke Oostenbrink",Benjamin Nielsen
1275810,"Hatchlight,Trepid Studios,Controlled Chaos Media","Hitcents,Moonshark"
1901260,Studio Six,Studio Six
367350,Jon Harwood Games LLC,Jon Harwood Games LLC
645690,Fantasia Studio,Fantasia Studio
1769690,unknown,unknown
1056660,znq.,znq.
1917080,unknown,unknown
1288110,JoyPlus,JoyPlus
1393270,Klode,Klode
632100,Redden,Redden
1741480,Solarshaper,Solarshaper
552870,Ascendant Studio,Ascendant Studio
1296180,cBlck,cBlck
953880,Invisible Walls,Versus Evil
416390,Jay-Run,Jay-Run
528420,GoBit Games,GoBit Games
563160,AG Directions Inc.,"LIVEX INNOVATION, INC."
1252920,Indium Entertainment,Indium Entertainment
1124520,"Marina Osadchaya,Dmitry Potapov",Maridaos
1099830,Welcome to Paradise studio,Welcome to Paradise studio
1135110,Sokpop Collective,Sokpop Collective
790540,"Square Enix,Human Head Studios",Square Enix
832470,LillyWelland inc.,Bitlock Studio
1428570,Rabah Chikhi,Rabah Chikhi
1701150,Boogygames Studios,Boogygames Studios
1394130,Baronnerie Games,Baronnerie Games
1916650,Origin team,Origin team
559870,Tree Men Games,Tree Men Games
1437700,Sweety Cute Studio,Sweety Cute Studio
756500,Brave Giant LTD,Artifex Mundi
792650,Flat Cat Games,Flat Cat Games
1181220,Blender Games,Blender Games
290810,"Sunstone Games, LLC.","Sunstone Games, LLC."
1300330,"Evan Solidplasma Peiperl,Tyler R. Gonelli,Pamela Pizarro-Ruiz,Spencer Everhart,Dan Vicarel",Solidplasma Studios LLC
388910,MindWalker Games,MindWalker Games
1032040,HUNTERS,HUNTERS
453980,Fifth Dimension Company,Fifth Dimension Company
1683560,4MinuteWarning,4MinuteWarning
1190780,indie_games_studio,indie_games_studio
838330,PLAYWITH Inc.,PLAYWITH Interactive Inc.
1096600,Team Quash,Rubika Supinfogame
1930950,Dark Gloom Studio,199 CENTS STUDIO
1569920,A Korh,AlKorh
594680,Lofty Sky Entertainment Inc.,Lofty Sky Entertainment Inc.
1816790,unknown,unknown
1783100,Pokies4fun,Pokies4fun
1141300,Lumatap LLC,Lumatap LLC
506870,Ludomotion,Ludomotion
1596990,Paul Connor,Paul Connor
1500760,Cryoshark,Cryoshark
492520,Individual Software,Individual Software
429580,NewWestGames,NewWestGames
665340,TiGAMES,TiGAMES
1906060,unknown,unknown
1426090,Norn,Cherry Kiss Games
484870,Bad Bird Studios,unknown
491380,Andras Beck,betaVR
1332990,Sandra Maxi Molina (SandraMJdev),Sandra Maxi Molina (SandraMJdev)
1342500,Bananas Academy,Bananas Academy
1007830,La Poule Noire,La Poule Noire
629410,Fizzure Entertainment,Fizzure Entertainment
544730,Endava,USM
318860,DascuMaru,DascuMaru
601430,Tango Gameworks,Bethesda Softworks
2095660,unknown,unknown
1538100,unknown,unknown
1768640,DriftyGames,DriftyGames
898930,Jakub Domanski,Jakub Domanski
292820,Humongous Entertainment,"Humongous Entertainment,Nightdive Studios"
1462470,Ben Nichols,Ben Nichols
1617020,Renalut Studios,kovalevviktor
1130880,Dan I.B. Woods,Digitum Software
1442240,Mauris,Mauris
979740,Burning Daisies,mindhelix.pl
1598410,Fifth Edge Studios,Fifth Edge Studios
342100,Atrax Games,Mastertronic
1000830,"Toka,AllianceInFaith",AllianceInFaith
1147840,MotionHouse,MotionHouse
1546920,inkle Ltd,inkle Ltd
445070,BlueLine Games,BlueLine Games
2001140,Konrad Pawlikowski,Konrad Pawlikowski
1051920,Quack Quack Games,Quack Quack Games
1983020,grin robot,grin robot
583890,Psilocybe Games,Psilocybe Games
1391800,Cyber Keks,Cyber Keks
1215340,Metamorpho_SG,Big Black Bear
1834760,Derek Tanis,Derek Tanis Arts
801480,Yak & Co,Yak & Co
1153060,Taptroise,Taptroise
486370,Pinball Evolution VR,Pinball Evolution VR
1203760,"Daniel Rychlý,Milan Matonok",Fungamesvr
1564190,Chocolate Ship Games,Chocolate Ship Games
1203280,@ustinCameron,@ustinCameron
616570,OD.,OD.
710990,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd
718530,QguGame,QguGame
700490,wei,wei
1977890,Skylost Games,Skylost Games
677220,Playcademy,Shaman Game Studios
1883280,imaginalitygames,imaginalitygames
803130,Souluted Games,Souluted Games
546490,Sapphire Dragon Productions,Sapphire Dragon Productions
599040,"Insane Unity,Bidaj",Bidaj
1960630,Disaster Squad Productions,Disaster Squad Productions
1885520,炎舞堂,WASABI entertainment
1230160,2dengine,2dengine
1402420,WildPlanet,Gamera Games
1190170,Roll7,Private Division
1487120,SUPREME GAUNTLET GAMES,SUPREME GAUNTLET GAMES
284950,Pixel Puzzles,Pixel Puzzles
1168840,大以巴狼艾斯,上海翎迹网络科技有限公司
638720,Cherry Bloom,Cherry Bloom
655180,"Radaev Valentine,Egor Magurin",Indovers Studio
1686810,Yacht Party Games,Yacht Party Games
517770,Smoketree Studios,Smoketree Studios
1202540,TOKYOTOON,Shiravune
1935240,Tomas Daugela,Tomas Daugela
1538750,Graphium Studio,Graphium Studio
1731120,Andreas Baum,Andreas Baum
834580,Ephemeral Entertainment,Ephemeral Entertainment
1312420,Fractured Earth,Fractured Earth
1342130,GoeX Games,GoeX Games
1818960,Earthbreak Games LLC,Earthbreak Games LLC
331510,Moondrop,Moondrop
957390,Great Chief Studio,Great Chief Studio
700990,JOYCITY,JOYCITY
324400,"Nine Tales Digital,Bolt Creative",Nine Tales Digital
21000,Traveller's Tales,Warner Bros. Interactive Entertainment
1014550,Kawaiisun Games,Kawaiisun Games
1304510,Third Subdivision Studios,Third Subdivision Studios
1411380,ZHANG FAN,"SHEN JIAWEI,Mammorize"
1015530,"Hit-Point Co.,Ltd.",KEMCO
877870,Bipolar Dawn,Meteorbyte Studios
1261980,"CITY CONNECTION,Zerodiv",CITY CONNECTION
1229810,PatriarGame,PatriarGame
1845840,QUIKGAMES,QUIKGAMES
453300,Pon Pon Games,PLAYISM
1013910,"Tim van Kan,Tom Raudys",TiMer Games
395890,Lemon Moose,Nomad Games
239200,The Chinese Room,Frictional Games
1009920,CrackedGhostGames,CrackedGhostGames
508230,Visualnoveler,Visualnoveler
1193590,Orange Pylon Games,DANGEN Entertainment
1429130,CocoCode,CocoCode
1412540,334Sgame,Garage Games
1344120,Drunk Bunny Games,Kikai Digital
1815230,Aeternum Game Studios S.L,Aeternum Game Studios S.L
233980,@unepic_fran,@unepic_fran
1480190,Waleles,Waleles
1567260,Madcraft Studios,GrabTheGames
738730,Michael McCartney,Michael McCartney
727740,Super Tech Dude,Super Tech Dude
1422190,Fuzz Force,Fuzz Force
755530,"Robin Hänni,Bastien Darbellay",Robin Hänni
472420,Venture Moon Industries,Alliance Digital Media
1606300,Waidy Andrade,Cronostase
339470,Sometimes You,Sometimes You
755980,Whale Rock Games,Whale Rock Games
600610,"Room-C Games,Croteam",Versus Evil
734590,Mental Zone Digital Game Studios,Mental Zone Digital Game Studios
932730,Nitroglycerin Ltd.,Nitroglycerin Ltd.
1835350,乐子人,乐子人
1265720,Ground Shatter,Numskull Games
924500,3Q Studios,3Q Studios
1386870,Fast Travel Games,Fast Travel Games
354230,Nerial,BulkyPix
1524650,Winged Cloud,Winged Cloud
244590,Dead Shark Triplepunch,Dead Shark Triplepunch
1118910,Kory Toombs,Kory Toombs
992620,JinDing Chen,JinDing Chen
526800,The Barberians Game Studio,Talking About Media
620590,Destructive Creations,Fulqrum Publishing
1841400,山东天之眼网络,成都光之旅途工作室
1853660,TTLCIC,TTLCIC
1019070,Laush Dmitriy Sergeevich,Laush Studio
1152210,Stegalosaurus Game Development,Stegalosaurus Game Development
377950,Final Form Games,Batterystaple Games
1524530,Caps Collective,Caps Collective
1978700,unknown,unknown
403510,Gogii Games,Artifex Mundi
531980,SprocketVR,SprocketVR
441250,WindLimit,WindLimit
1445310,Andreas Maschke,Andreas Maschke
1657960,wow wow Games,wow wow Games
1069690,"Leikir Studio,Cyanide Studio",Nacon
1950460,owlyboi,owlyboi
574220,Funny Bit Games,Funny Bit Games
1375450,Dragons Eye Studio,HH-Games
790350,PLAYMIND,PLAYMIND
1321030,SuR ENTERTAINMENT,TopWare Interactive
334290,Hex Keep,Hex Keep
1457930,Snakebite Studios,Snakebite Studios
1344690,QTArts,QTArts
1552240,Hosted Games,Hosted Games
1168600,Hardspace Creative Technology,Hardspace Creative Technology
547310,TotallyNotReptillian,TotallyNotReptillian
247120,unknown,Sixense
2008650,Marpi Studio,Marpi Studio
977950,7th Beat Games,"7th Beat Games,indienova"
1852290,Kentaro,Kentaro
1875950,Steamberry Studio,Steamberry Studio
1318750,"SCS Software,Sunstorm Interactive, Inc.",Cosmi Valusoft
569220,Activision,Activision
414510,Phr00t's Software,Phr00t's Software
1576050,EFG Play,EFG Play
1870650,unknown,unknown
842910,White Owls Inc.,Arc System Works
1055590,Inlet Pipe Productions,Inlet Pipe Productions
1060220,Chara-ani Corporation,"NIS America, Inc."
498620,Bloodcraft Dev,Volens Nolens Games
285330,Chris Sawyer Productions,Atari
975640,Gulag Games,Kavkaz Sila Games
1327540,Patrick Rainville,Patrick Rainville
332260,Rainbow Studios,"THQ,Disney"
1827040,Andrei Uvarov,Shizoidgame
543920,mchernykh,mchernykh
426050,Spytihněv,Spytihněv
611120,IKEA Communications AB,IKEA Communications AB
322950,VooFoo Studios,Ripstone
615070,Jason Baird,Jason Baird
783200,OneShark,OneShark
991790,Toruko Games,Toruko Games
362030,Little Games Company,Little Games Company
970150,AFBIK Studio,AFBIK Studio
1051710,ADALUTEGAMES,ADALUTEGAMES
713320,Google Inc.,Google Inc.
602700,Facepunch Studios,Facepunch Studios
882940,萌约制作组,SakuraGame
1776300,Rex Junior,Rex Junior
1836820,unknown,unknown
543010,V7 Entertainment Inc.,V7 Entertainment Inc.
1673040,Norn,Cherry Kiss Games
1058140,KOGADO STUDIO,Komodo
1435420,Nicolas Peichel,Nicolas Peichel
975120,PinkPeachStudio,PinkPeach
1687970,unknown,unknown
1140730,RedOrb Studios,RedOrb Studios
1750170,Platonic Game Studio,YSY Softworks
726360,Boobs Dev,Boobs Dev
1914850,Hot Cocoa Games,Hot Cocoa Games
759060,Astrofish Games,Astrofish Games Ltd
1470380,AJ Ordaz Games,2Awesome Studio
1896920,Rex Junior,Rex Junior
1458000,EpiXR Games UG,EpiXR Games UG
1821910,Avis Games,Avis Games
726830,Owlchemy Labs,Owlchemy Labs
1579170,Reddiamondgames,Reddiamondgames
598400,Human Interact,Human Interact
1594130,ZoranGameDev,ZoranGameDev
1029260,Little Orbit,Little Orbit
873230,Physiology with Dr Christian,Physiology with Dr Christian
1652780,Spectral Studios,Spectral Studios
1399680,Pix Arts,Pix Arts
1073050,Cirodam,Cirodam
236690,Cyanide Studios,Nacon
1390650,星环网络科技,星环互娱
1219700,Polar Tabby Interactive Inc.,Polar Tabby Interactive Inc.
453690,Brain Seal Ltd,Brain Seal Ltd
1557070,Yramash Games,Yramash Games
1421020,TapHazard Games,TapHazard Games
694660,Life Art Studios,Life Art Studios
953610,tomimar,tomimar
34277,SEGA,SEGA
843730,Xefier Games Inc.,Xefier Games Inc.
570350,NeoNight,NeoNight
263380,"Ville Mönkkönen,Anne Mönkkönen",Instant Kingdom
1150990,"Falco Software,kazakovstudios",kazakovstudios
1157070,ForwardVector,ForwardVector
1184750,G2,G2
12200,Rockstar New England,Rockstar Games
730390,Nodding Heads Games,Super.com
568670,FullmetalDeveloper,FullmetalDeveloper
893390,"Archetype Interactive,Andrew and Christopher Kirmse","The 3DO Company,Near Death Studios"
911680,Long Neck Games,Graffiti Games
1619260,Boogygames Studios,Boogygames Studios
593640,Petums,Petums
888090,The Strangers,The Strangers
1708830,unknown,unknown
235070,Point Five Projects,Digital Tribe
1395420,Leocesar3D Productions,Leocesar3D Productions
403300,From Nothing Game Studios,From Nothing Game Studios
1931850,unknown,unknown
1556190,Miel,Cherry Kiss Games
1342410,"aNCHOR Inc.,fuzz, Inc.",aNCHOR Inc.
888380,Game Cooks,Game Cooks
341000,Eggcode,Eggcode
688120,Cosmocat,Cosmocat
325520,Daedalic Entertainment,Daedalic Entertainment
793760,Labscle Entertainment,Labscle Entertainment
1073910,Balancing Monkey Games,Team17
1175420,Rostislav Pogosian,Rostislav Pogosian
2000310,Objectif 3D - game,Objectif 3D - game
1818830,My Label Game Studio,My Label Game Studio
1252450,Addictive 247 Games,Addictive 247 Games
751630,Vertigo Games,Vertigo Games
1737010,Heartbeat Game Studio,Heartbeat Game Studio
384000,Triangle Studios,Triangle Studios
1156320,"Aaron Leal,John Leal",Aaron Leal
1847870,YourMatterGames Studio,YourMatterGames Studio
579050,BeTomorrow,BeTomorrow
1340360,Bachosoft Studios,Bachosoft Studios
923480,Boogygames Studios,Boogygames Studios
523170,Alix,Alix
1480480,DesktopMMD Team,DesktopMMD Team
1193790,Happimal,Happimal
1744910,Chilla's Art,Chilla's Art
1243700,星辰重工,旅人计划
601170,Ara Interactive,Ara Interactive
1379980,Marquis Kurt,Marquis Kurt
601880,Sundermix LLC,Sundermix LLC
1636390,unknown,unknown
1373230,Mind Power,Mind Power
748940,Broken Games,Crunchy Leaf Games
688350,Ascendence Studios,Ascendence Studios
1631750,Noxurtica,Noxurtica
1220010,TPP Studio,TPP Studio
94590,Telltale,Telltale
1096000,CSM,W. T. B.
871580,First Place Games,First Place Games
1286930,SmartLife,SmartLife
346460,Red River Studio,Red River Studio
1958460,Yustas Games Studio,Alawar Entertainment
702220,mibix,mibix
1653050,唐扬Studio,唐扬Studio
1493160,KovalGames,KovalGames
358750,Love in Space,Sekai Project
430020,eight game studio,RunServer
1874420,Jakeypoo,Jakeypoo Games
324650,Phosphor Games,Phosphor Games
1222250,K26 Games,K26 Games
1846160,unknown,unknown
1159450,Pixadome,Zordix Publishing
1146380,Mars Virtual Systems,Mars Planet Technlogies
337360,Empty Clip Studios,Deep Silver
449640,Paw Print Games Ltd.,nDreams
1136030,StarSystemStudios,StarSystemStudios
7210,Pendulo Studios,Focus Entertainment
2000480,MSSK Studio,MSSK Studio
1827950,Mr.H,"Mr.H game,Lewd Formosa"
732430,GrizzlyGames,GrizzlyGames
1186580,FIVE-BN GAMES,FIVE-BN GAMES
362490,Bare Mettle Entertainment,Bare Mettle Entertainment
496320,Midnight Games EIRL,Midnight Games EIRL
1110030,Choice of Games,Choice of Games
1257270,Anamik Majumdar,Anamik Majumdar
1763330,unknown,unknown
1325730,Jack Sweet,Jack Sweet
538490,Dream Totems LLC,Dream Totems LLC
1876050,"Enigma Film GmbH,K5 Factory GmbH",K5 Factory GmbH
1451800,"FlashPoint Games, LLC","FlashPoint Games, LLC"
860670,"Hede,Hexaluga mines",Hede
970970,KY,StarK Software
689980,Live Motion Games,"Live Motion Games,PlayWay S.A."
573330,Funny Twins,Funny Twins
689740,InterSol OOO,InterSol OOO
1278580,Alejandro Munilla,Alejandro Munilla
497060,New State,New State
568300,Godline,Visual Wordplay
1660310,肯亚小犀牛酪,河马工作室
900490,Mega Toast Games,Mega Toast Games
494100,Uzumeya,Fruitbat Factory
1521900,Yelaex,Yelaex
841660,Hunchback Studio,Hunchback Studio
1093750,"Tres Sims,Renee Ryckman,Alex Keltz,Kimberly Heidhues,Steph Hernandez",Self Published
944720,Eric Biernacki,Eric Biernacki
1101180,"MaxEstLa,Mathieu",MaxEstLa
1108820,Yasu Flores,Yasu Flores
413730,Ankama Studio,Ankama Games
677480,Symmetric Games,tinyBuild
1785560,Skyfox_13,Skyfox_13
1734870,GabiVlg,GabiVlg
863560,Kody Stone,Sedoc LLC
1931760,Wu Zhang,Wu Zhang
1004190,晨风工坊/DAWNWING SHOP,0Cube
1582280,Martin Cochet,Martin Cochet
805820,Nikita Ghost_RUS,Ghost_RUS Games
367010,TripleBrick,TripleBrick
1026160,Studio Attic Salt,Studio Attic Salt
641320,Big Cheese Studio,"Big Cheese Studio,PlayWay S.A."
32370,"BioWare,Aspyr (Mac)","LucasArts,Aspyr (Mac),Disney,Lucasfilm"
1412000,Tainted Games,Tainted Games
1029380,DyneWulf,WolfBite Interactive
577150,Games Of Edan,Capricorn 76 Pty Ltd
861930,Battleham,Taiwan Public Television Service Foundation
406220,Prismic Studios LLC,Prismic Studios LLC
